upi,true_val,pred_val,pred_prob,pred_correct
UPI000EB71C7A,endolysin,endolysin,0.98,1.0
UPI000EB71E37,endolysin,endolysin,1.0,1.0
UPI000EB7335A,endolysin,endolysin,0.99,1.0
UPI000EB74266,VAL,VAL,1.0,1.0
UPI000EB761E0,endolysin,endolysin,0.94,1.0
UPI000EB76E75,VAL,VAL,1.0,1.0
UPI000EB7803D,VAL,VAL,1.0,1.0
UPI000EB78F59,VAL,VAL,0.94,1.0
UPI000EF2A3C0,VAL,VAL,0.97,1.0
UPI000EF2AD83,endolysin,endolysin,0.91,1.0
UPI000EF2B059,endolysin,endolysin,0.95,1.0
UPI000EF2F173,VAL,VAL,0.94,1.0
UPI000EF2FC43,endolysin,endolysin,0.98,1.0
UPI000F0BEA77,endolysin,endolysin,0.9,1.0
UPI000F0C9083,endolysin,endolysin,0.89,1.0
UPI000F0CB3FE,VAL,VAL,1.0,1.0
UPI000F0CF49B,endolysin,endolysin,0.87,1.0
UPI000F42E926,VAL,VAL,1.0,1.0
UPI000F42EACF,endolysin,endolysin,0.99,1.0
UPI000F4304D8,endolysin,endolysin,1.0,1.0
UPI000F432673,VAL,VAL,1.0,1.0
UPI000F432A94,VAL,VAL,1.0,1.0
UPI000F434106,VAL,VAL,1.0,1.0
UPI000F4346C9,VAL,VAL,1.0,1.0
UPI000F4362CA,endolysin,endolysin,0.98,1.0
UPI000F4365B5,endolysin,endolysin,0.99,1.0
UPI000F6CEADD,VAL,VAL,1.0,1.0
UPI000F6D9236,VAL,VAL,1.0,1.0
UPI000F6DFC31,VAL,VAL,0.95,1.0
UPI000F6E54B9,VAL,VAL,1.0,1.0
UPI000F6EBD1D,VAL,VAL,1.0,1.0
UPI000F6F22AF,endolysin,endolysin,0.99,1.0
UPI000F6F59CA,VAL,VAL,0.5,1.0
UPI000F6FBDB7,VAL,VAL,1.0,1.0
UPI000F7022BF,VAL,VAL,0.94,1.0
UPI000F70646B,VAL,VAL,1.0,1.0
UPI000F708E51,endolysin,endolysin,1.0,1.0
UPI000F711D82,VAL,VAL,1.0,1.0
UPI000F71B794,VAL,VAL,1.0,1.0
UPI000F71FE0F,VAL,VAL,1.0,1.0
UPI000F7207B8,VAL,VAL,1.0,1.0
UPI000F854C73,endolysin,endolysin,0.69,1.0
UPI000FF8C5A5,endolysin,endolysin,1.0,1.0
UPI000FF8F123,endolysin,endolysin,0.99,1.0
UPI000FF8F6DF,endolysin,endolysin,1.0,1.0
UPI000FF8F794,endolysin,endolysin,0.98,1.0
UPI00100963E4,endolysin,endolysin,0.99,1.0
UPI00100A09DA,endolysin,endolysin,0.99,1.0
UPI00100A127C,endolysin,endolysin,1.0,1.0
UPI00100A1E8F,endolysin,endolysin,1.0,1.0
UPI00101753B7,endolysin,endolysin,0.96,1.0
UPI0010179374,endolysin,endolysin,0.95,1.0
UPI001018386C,endolysin,endolysin,0.99,1.0
UPI0010185951,VAL,VAL,1.0,1.0
UPI00101868FE,endolysin,endolysin,0.87,1.0
UPI0010192A60,VAL,VAL,0.98,1.0
UPI0010194C06,endolysin,endolysin,0.98,1.0
UPI0010195888,endolysin,endolysin,1.0,1.0
UPI00101989A6,endolysin,endolysin,1.0,1.0
UPI001019D117,VAL,VAL,1.0,1.0
UPI0010240B6F,VAL,VAL,0.96,1.0
UPI001032C939,VAL,VAL,1.0,1.0
UPI00109BBD68,endolysin,endolysin,0.99,1.0
UPI0010AF0E58,endolysin,endolysin,0.99,1.0
UPI0010B324E0,endolysin,endolysin,0.98,1.0
UPI0010B422A3,VAL,VAL,1.0,1.0
UPI0010B687DA,VAL,VAL,1.0,1.0
UPI0010B8823E,VAL,VAL,1.0,1.0
UPI0010B957CA,VAL,VAL,0.58,1.0
UPI0010B9DEB3,endolysin,endolysin,0.95,1.0
UPI0010BA8670,endolysin,endolysin,1.0,1.0
UPI0010BB49FA,VAL,VAL,1.0,1.0
UPI0010BB9234,endolysin,endolysin,1.0,1.0
UPI0010C44DFB,endolysin,endolysin,0.98,1.0
UPI0010CCEFC2,endolysin,endolysin,1.0,1.0
UPI0011078D4B,VAL,VAL,1.0,1.0
UPI0011621131,endolysin,endolysin,1.0,1.0
UPI001162517C,endolysin,endolysin,0.93,1.0
UPI00116267A1,endolysin,endolysin,1.0,1.0
UPI0011627D92,endolysin,endolysin,1.0,1.0
UPI0011628D28,endolysin,endolysin,1.0,1.0
UPI0011629A2D,VAL,VAL,0.99,1.0
UPI001162D003,VAL,VAL,0.99,1.0
UPI001162F6D7,VAL,VAL,1.0,1.0
UPI0011639645,endolysin,endolysin,0.76,1.0
UPI00116399FB,endolysin,endolysin,1.0,1.0
UPI001163ACB5,endolysin,endolysin,0.96,1.0
UPI0011640674,endolysin,endolysin,0.92,1.0
UPI0011640A4E,endolysin,endolysin,1.0,1.0
UPI00116426C0,VAL,VAL,1.0,1.0
UPI001164774C,endolysin,endolysin,1.0,1.0
UPI0011650C8A,VAL,VAL,1.0,1.0
UPI0011651EEE,endolysin,endolysin,1.0,1.0
UPI0011655366,VAL,VAL,0.94,1.0
UPI0011655459,VAL,VAL,1.0,1.0
UPI0011657A89,endolysin,endolysin,0.93,1.0
UPI001165A936,endolysin,endolysin,0.99,1.0
UPI00118CB198,endolysin,endolysin,1.0,1.0
UPI0000003A74,VAL,endolysin,0.93,0.0
UPI000005CB6A,endolysin,endolysin,0.99,1.0
UPI000009B58F,VAL,VAL,0.97,1.0
UPI000009BA9E,endolysin,endolysin,0.9,1.0
UPI000009BAF2,VAL,VAL,0.96,1.0
UPI00000D11A7,endolysin,endolysin,1.0,1.0
UPI0000110627,endolysin,endolysin,1.0,1.0
UPI000011253C,endolysin,endolysin,1.0,1.0
UPI0000125639,endolysin,endolysin,0.92,1.0
UPI000012EA47,endolysin,endolysin,0.99,1.0
UPI000012EA4A,endolysin,endolysin,0.99,1.0
UPI0000138946,VAL,endolysin,0.94,0.0
UPI0000138947,VAL,endolysin,0.97,0.0
UPI000017D4DC,endolysin,endolysin,1.0,1.0
UPI000017D667,VAL,VAL,0.97,1.0
UPI00001A8D88,VAL,VAL,0.97,1.0
UPI00001ABDA7,VAL,VAL,1.0,1.0
UPI00001D422F,endolysin,endolysin,1.0,1.0
UPI000021CB7E,VAL,VAL,1.0,1.0
UPI000021CBB8,VAL,VAL,1.0,1.0
UPI0000224111,endolysin,endolysin,1.0,1.0
UPI000035049C,VAL,VAL,0.99,1.0
UPI0000377020,endolysin,endolysin,0.99,1.0
UPI00004C3E9E,endolysin,endolysin,1.0,1.0
UPI00004F988E,VAL,VAL,0.93,1.0
UPI00005BB0A3,VAL,VAL,0.99,1.0
UPI00006A8473,endolysin,endolysin,0.92,1.0
UPI00006C5C08,endolysin,endolysin,0.96,1.0
UPI0000D50AE3,endolysin,endolysin,1.0,1.0
UPI0001533DA7,endolysin,endolysin,1.0,1.0
UPI00015347C5,endolysin,endolysin,0.92,1.0
UPI00015660A3,endolysin,endolysin,1.0,1.0
UPI00015C0428,VAL,VAL,1.0,1.0
UPI00015FCF3E,VAL,VAL,1.0,1.0
UPI0001779317,endolysin,endolysin,1.0,1.0
UPI0001779445,endolysin,endolysin,1.0,1.0
UPI00017794CC,endolysin,endolysin,1.0,1.0
UPI000178C353,endolysin,endolysin,1.0,1.0
UPI000178DD65,endolysin,endolysin,1.0,1.0
UPI000179932C,endolysin,endolysin,1.0,1.0
UPI0001814901,endolysin,endolysin,0.96,1.0
UPI000181CB3D,VAL,VAL,1.0,1.0
UPI000182A256,VAL,VAL,0.86,1.0
UPI000187453D,VAL,VAL,1.0,1.0
UPI0001982672,VAL,VAL,1.0,1.0
UPI00019F3738,endolysin,endolysin,0.95,1.0
UPI0001B03FE3,VAL,endolysin,0.87,0.0
UPI0001B61B81,endolysin,endolysin,1.0,1.0
UPI0001B621F9,endolysin,endolysin,1.0,1.0
UPI0001BEABC1,endolysin,endolysin,0.99,1.0
UPI0001D9AC9B,VAL,VAL,0.82,1.0
UPI0001E07824,VAL,VAL,0.93,1.0
UPI0001EBCED5,VAL,VAL,0.99,1.0
UPI0001EF4759,VAL,VAL,0.99,1.0
UPI0002107E4A,endolysin,endolysin,1.0,1.0
UPI000218D8CF,endolysin,endolysin,1.0,1.0
UPI000218D9D7,endolysin,endolysin,1.0,1.0
UPI000218DCFE,VAL,VAL,1.0,1.0
UPI000218DDEE,endolysin,endolysin,0.99,1.0
UPI000218DEEE,endolysin,endolysin,0.98,1.0
UPI000218E055,endolysin,endolysin,1.0,1.0
UPI000218E664,VAL,VAL,1.0,1.0
UPI000218ECE4,endolysin,endolysin,1.0,1.0
UPI00021D4EA6,VAL,VAL,1.0,1.0
UPI00021D561B,VAL,VAL,0.98,1.0
UPI00021E4208,endolysin,endolysin,0.98,1.0
UPI00022A7E43,endolysin,endolysin,0.99,1.0
UPI00022B868B,VAL,VAL,1.0,1.0
UPI00022FB2D0,VAL,VAL,0.99,1.0
UPI0002308994,endolysin,endolysin,0.99,1.0
UPI000232F034,endolysin,endolysin,0.98,1.0
UPI0002346B48,VAL,VAL,0.7,1.0
UPI00024DEC08,endolysin,endolysin,1.0,1.0
UPI0002514A94,endolysin,endolysin,1.0,1.0
UPI0002536D9F,endolysin,endolysin,0.94,1.0
UPI0002571506,endolysin,endolysin,0.93,1.0
UPI0002574B9C,endolysin,endolysin,1.0,1.0
UPI00025EB14F,endolysin,endolysin,0.87,1.0
UPI000264A83D,endolysin,endolysin,1.0,1.0
UPI000264AC7B,endolysin,endolysin,0.99,1.0
UPI0002686F3B,endolysin,endolysin,0.98,1.0
UPI00026DADE1,endolysin,endolysin,0.96,1.0
UPI000274FAB9,VAL,VAL,0.97,1.0
UPI0002861D81,endolysin,endolysin,0.85,1.0
UPI00028706D7,VAL,VAL,0.95,1.0
UPI00028706D8,VAL,VAL,0.99,1.0
UPI00028ACC64,VAL,VAL,1.0,1.0
UPI00028B08B0,VAL,VAL,1.0,1.0
UPI00029D0563,VAL,VAL,0.97,1.0
UPI00029D3DAD,endolysin,endolysin,0.99,1.0
UPI0002A8192D,endolysin,endolysin,0.98,1.0
UPI0002B27AD0,endolysin,endolysin,0.99,1.0
UPI0002C11B3A,VAL,VAL,1.0,1.0
UPI0002CA7914,VAL,VAL,1.0,1.0
UPI00031DD995,VAL,VAL,0.96,1.0
UPI000327C996,VAL,VAL,0.89,1.0
UPI00032EDFD5,VAL,VAL,0.98,1.0
UPI00034318E0,endolysin,endolysin,1.0,1.0
UPI000358374C,endolysin,endolysin,0.99,1.0
UPI00035AB579,VAL,VAL,0.89,1.0
UPI000387EC74,endolysin,endolysin,1.0,1.0
UPI000387F77E,endolysin,endolysin,0.99,1.0
UPI00038D8CDC,VAL,VAL,0.87,1.0
UPI0003B0F1C0,VAL,VAL,0.97,1.0
UPI0003BC0978,VAL,VAL,1.0,1.0
UPI0003BC1764,VAL,VAL,0.97,1.0
UPI0003BDD309,VAL,VAL,0.99,1.0
UPI0003C9543E,endolysin,endolysin,0.99,1.0
UPI0003D88DCF,endolysin,endolysin,1.0,1.0
UPI0003DD7A72,endolysin,endolysin,0.99,1.0
UPI0003E35F01,endolysin,endolysin,1.0,1.0
UPI0003E36325,endolysin,endolysin,0.99,1.0
UPI0003E3DF76,endolysin,endolysin,0.97,1.0
UPI0003EFBB68,endolysin,endolysin,0.72,1.0
UPI0003F1E286,endolysin,endolysin,1.0,1.0
UPI0003F1EEA1,endolysin,endolysin,0.97,1.0
UPI00043AE3FF,VAL,VAL,0.97,1.0
UPI00043B085B,endolysin,endolysin,1.0,1.0
UPI000456B366,VAL,VAL,0.9,1.0
UPI000456C488,endolysin,endolysin,0.98,1.0
UPI0004592670,endolysin,endolysin,0.97,1.0
UPI0004592F28,endolysin,endolysin,0.97,1.0
UPI000499B420,endolysin,endolysin,0.9,1.0
UPI000499B4AF,endolysin,endolysin,1.0,1.0
UPI0004A5187B,VAL,VAL,0.95,1.0
UPI0004A5BBF5,endolysin,endolysin,1.0,1.0
UPI0004D148CE,endolysin,endolysin,0.99,1.0
UPI0004D16A0D,VAL,VAL,0.94,1.0
UPI0004D18BFB,VAL,VAL,0.98,1.0
UPI0004D1AEC9,VAL,VAL,1.0,1.0
UPI0004D999CF,VAL,VAL,1.0,1.0
UPI0004E5DFDE,endolysin,endolysin,0.65,1.0
UPI0004E83880,endolysin,endolysin,0.57,1.0
UPI0004E84E85,endolysin,endolysin,0.93,1.0
UPI0004EF9001,endolysin,endolysin,1.0,1.0
UPI0004F84424,endolysin,endolysin,1.0,1.0
UPI00051A8BD9,VAL,VAL,0.97,1.0
UPI00051A8E3F,VAL,VAL,0.9,1.0
UPI00052A1A87,VAL,VAL,0.59,1.0
UPI00052A6D30,VAL,VAL,0.7,1.0
UPI00052AA147,VAL,VAL,1.0,1.0
UPI00052AB3A8,VAL,VAL,0.99,1.0
UPI000535CD19,VAL,VAL,0.88,1.0
UPI000541236E,VAL,VAL,1.0,1.0
UPI00054C85C0,endolysin,endolysin,1.0,1.0
UPI00057301D5,endolysin,endolysin,0.96,1.0
UPI000582FD1D,endolysin,endolysin,0.92,1.0
UPI000588E175,endolysin,endolysin,1.0,1.0
UPI000588E4FB,VAL,VAL,0.92,1.0
UPI0005A322AB,endolysin,endolysin,0.99,1.0
UPI0005A32BB2,VAL,endolysin,0.87,0.0
UPI0005D863FA,endolysin,endolysin,0.98,1.0
UPI0005D8CB86,VAL,endolysin,0.7,0.0
UPI0005D93E72,endolysin,endolysin,0.98,1.0
UPI0005D95EDD,endolysin,endolysin,1.0,1.0
UPI0005FEB2DB,VAL,VAL,1.0,1.0
UPI0005FEB4AF,endolysin,endolysin,0.91,1.0
UPI0006189E44,endolysin,endolysin,0.87,1.0
UPI000618FC06,VAL,VAL,1.0,1.0
UPI0006190003,endolysin,endolysin,0.99,1.0
UPI00061A5EB6,endolysin,endolysin,1.0,1.0
UPI00061A8601,endolysin,endolysin,0.97,1.0
UPI000624397B,endolysin,endolysin,0.96,1.0
UPI00065B28E4,endolysin,endolysin,1.0,1.0
UPI00065B2958,endolysin,endolysin,0.98,1.0
UPI00065B867B,VAL,VAL,0.99,1.0
UPI00065F2DC2,endolysin,endolysin,0.97,1.0
UPI00067A728D,endolysin,endolysin,0.95,1.0
UPI0006A26763,endolysin,endolysin,0.97,1.0
UPI0006A2EE02,endolysin,endolysin,0.95,1.0
UPI0006BC2B74,endolysin,endolysin,0.99,1.0
UPI0006BC5DB9,VAL,VAL,1.0,1.0
UPI0006BD2B4D,endolysin,endolysin,0.99,1.0
UPI0006BD8ECD,endolysin,endolysin,1.0,1.0
UPI0006CE33F7,endolysin,endolysin,0.95,1.0
UPI0006CE3B9A,endolysin,endolysin,1.0,1.0
UPI0006CE3CB9,endolysin,endolysin,0.96,1.0
UPI0006CE3CDC,VAL,VAL,0.98,1.0
UPI0006CE4397,endolysin,endolysin,0.97,1.0
UPI00071F0B92,VAL,VAL,0.96,1.0
UPI00071F54B7,endolysin,endolysin,1.0,1.0
UPI000721A56B,VAL,VAL,0.89,1.0
UPI00074491F9,endolysin,endolysin,0.98,1.0
UPI000744A566,endolysin,endolysin,1.0,1.0
UPI000744A6A7,VAL,VAL,0.94,1.0
UPI000744D572,endolysin,endolysin,0.94,1.0
UPI00074D3A77,VAL,VAL,0.61,1.0
UPI000762E6BE,endolysin,endolysin,0.99,1.0
UPI000762F030,VAL,VAL,1.0,1.0
UPI00076313B3,VAL,VAL,1.0,1.0
UPI00078B4C64,endolysin,endolysin,1.0,1.0
UPI00078B82C6,endolysin,endolysin,1.0,1.0
UPI00078BEA79,endolysin,endolysin,0.92,1.0
UPI00078CCB9C,endolysin,endolysin,0.98,1.0
UPI00078E4458,VAL,VAL,1.0,1.0
UPI0007A64672,endolysin,endolysin,1.0,1.0
UPI0007A76F7E,VAL,VAL,0.96,1.0
UPI0007A775AA,VAL,VAL,1.0,1.0
UPI0007B61C85,endolysin,endolysin,0.98,1.0
UPI0007B62743,VAL,VAL,1.0,1.0
UPI0007B63CA3,VAL,VAL,1.0,1.0
UPI0007B63D1E,endolysin,endolysin,0.95,1.0
UPI0007DD2AA1,endolysin,endolysin,1.0,1.0
UPI0007DD2CD1,endolysin,endolysin,0.99,1.0
UPI0007F12BF5,endolysin,endolysin,1.0,1.0
UPI0007FB6398,VAL,VAL,1.0,1.0
UPI0007FB6E58,VAL,VAL,1.0,1.0
UPI0008063757,endolysin,endolysin,0.79,1.0
UPI0008088952,endolysin,endolysin,0.83,1.0
UPI00080EFD06,VAL,VAL,1.0,1.0
UPI00080F0A31,endolysin,endolysin,1.0,1.0
UPI00081A2DEB,VAL,VAL,0.96,1.0
UPI00084EDFAE,endolysin,endolysin,0.99,1.0
UPI00084F57B3,VAL,VAL,1.0,1.0
UPI000865423B,VAL,VAL,1.0,1.0
UPI00086547F3,endolysin,endolysin,1.0,1.0
UPI0008656E83,endolysin,endolysin,1.0,1.0
UPI00086DE16C,endolysin,endolysin,0.88,1.0
UPI000875D739,endolysin,endolysin,0.82,1.0
UPI000875E94C,endolysin,endolysin,0.89,1.0
UPI0008DC2D10,endolysin,endolysin,0.99,1.0
UPI0008DC2EE7,VAL,VAL,1.0,1.0
UPI0008DC525A,endolysin,endolysin,1.0,1.0
UPI0008DC581B,endolysin,endolysin,1.0,1.0
UPI00090A1307,endolysin,VAL,0.85,0.0
UPI00090AB0D5,endolysin,endolysin,0.83,1.0
UPI00090BBA0E,endolysin,endolysin,0.89,1.0
UPI00090C4C06,endolysin,endolysin,0.92,1.0
UPI000957B915,VAL,VAL,1.0,1.0
UPI0009804026,VAL,VAL,1.0,1.0
UPI0009C22555,endolysin,endolysin,0.74,1.0
UPI0009C29068,endolysin,endolysin,1.0,1.0
UPI0009C341CC,VAL,VAL,1.0,1.0
UPI000A0EE9A3,endolysin,endolysin,0.96,1.0
UPI000A1D47A5,endolysin,endolysin,0.99,1.0
UPI000A275FBA,endolysin,endolysin,0.99,1.0
UPI000A276038,VAL,VAL,1.0,1.0
UPI000AF5A317,endolysin,endolysin,1.0,1.0
UPI000B6027C3,VAL,VAL,0.99,1.0
UPI000B60C4FC,VAL,VAL,1.0,1.0
UPI000B8B8DDB,endolysin,endolysin,0.94,1.0
UPI000B8D31CB,VAL,VAL,1.0,1.0
UPI000B8D9AF1,VAL,VAL,0.99,1.0
UPI000B949217,endolysin,endolysin,0.92,1.0
UPI000B94A7E3,VAL,VAL,0.9,1.0
UPI000B94BB68,endolysin,endolysin,0.79,1.0
UPI000B94BE46,VAL,VAL,1.0,1.0
UPI000B94C208,VAL,VAL,1.0,1.0
UPI000B94D024,VAL,VAL,0.55,1.0
UPI000B94D2B2,endolysin,endolysin,0.98,1.0
UPI000B94F767,VAL,VAL,1.0,1.0
UPI000B9D6D77,VAL,VAL,0.99,1.0
UPI000BBF3BF0,VAL,VAL,0.99,1.0
UPI000BBF436B,VAL,VAL,1.0,1.0
UPI000BBFE5BD,endolysin,endolysin,0.99,1.0
UPI000BC0D43A,VAL,VAL,1.0,1.0
UPI000BE49CB9,VAL,VAL,0.98,1.0
UPI000C0C4B06,endolysin,endolysin,0.95,1.0
UPI000C1B4204,endolysin,endolysin,0.99,1.0
UPI000C5B6595,VAL,VAL,0.99,1.0
UPI000C6A6B6E,VAL,VAL,1.0,1.0
UPI000CA0A508,VAL,VAL,1.0,1.0
UPI000CA0EC67,VAL,VAL,1.0,1.0
UPI000CA16C9B,VAL,endolysin,0.75,0.0
UPI000CA1C96D,endolysin,endolysin,0.95,1.0
UPI000CA1EDB1,VAL,VAL,1.0,1.0
UPI000CA23545,endolysin,endolysin,0.98,1.0
UPI000CA2C149,VAL,VAL,0.97,1.0
UPI000CA35943,VAL,VAL,0.97,1.0
UPI000CA3BA3B,endolysin,endolysin,1.0,1.0
UPI000CA3C0F8,endolysin,endolysin,0.99,1.0
UPI000CDC04A2,endolysin,endolysin,0.99,1.0
UPI000CDC2805,VAL,VAL,0.93,1.0
UPI000CDC9224,VAL,VAL,0.97,1.0
UPI000CDCD44B,endolysin,endolysin,0.99,1.0
UPI000CDEF359,VAL,VAL,1.0,1.0
UPI000CE002F5,endolysin,endolysin,0.99,1.0
UPI000CE9448D,endolysin,endolysin,0.94,1.0
UPI000CE96B00,VAL,VAL,1.0,1.0
UPI000CE97218,endolysin,endolysin,0.94,1.0
UPI000D20714B,endolysin,endolysin,0.95,1.0
UPI000D20EEE6,VAL,VAL,0.82,1.0
UPI000D213384,endolysin,endolysin,1.0,1.0
UPI000D22511C,endolysin,endolysin,1.0,1.0
UPI000D5A42AD,endolysin,endolysin,1.0,1.0
UPI000D7DE854,VAL,VAL,0.85,1.0
UPI000DCAA708,endolysin,endolysin,1.0,1.0
UPI000DCAABAD,endolysin,endolysin,0.96,1.0
UPI000DCABE63,endolysin,endolysin,0.97,1.0
UPI000DCAC6C3,VAL,VAL,1.0,1.0
UPI000DCAD0EB,VAL,VAL,0.88,1.0
UPI000DCADF49,VAL,VAL,1.0,1.0
UPI000DD187A4,endolysin,endolysin,0.99,1.0
UPI000DF05203,endolysin,endolysin,1.0,1.0
UPI000DF0657A,endolysin,endolysin,0.94,1.0
UPI000DF5D892,VAL,VAL,0.98,1.0
UPI000DF61AAE,endolysin,endolysin,0.96,1.0
UPI000DF61DE8,endolysin,endolysin,0.99,1.0
UPI000DF63284,VAL,VAL,0.98,1.0
UPI000E28D5CF,endolysin,endolysin,0.94,1.0
UPI000E290730,VAL,VAL,1.0,1.0
UPI000E2911DC,endolysin,endolysin,0.97,1.0
UPI000E2915C8,endolysin,endolysin,0.94,1.0
UPI000E294D25,endolysin,endolysin,1.0,1.0
UPI000E29D26F,endolysin,endolysin,0.99,1.0
UPI000E29D57F,VAL,VAL,1.0,1.0
UPI000E29D9FD,endolysin,endolysin,1.0,1.0
UPI000E32F13F,endolysin,endolysin,0.99,1.0
UPI000EB34FC7,endolysin,endolysin,0.97,1.0
UPI000EB6309A,endolysin,endolysin,0.99,1.0
UPI000EB66AD9,VAL,VAL,1.0,1.0
UPI000EB679C3,endolysin,endolysin,0.99,1.0
UPI000EB67D04,VAL,VAL,1.0,1.0
UPI000EB68B20,endolysin,endolysin,0.95,1.0
UPI000EB69925,VAL,VAL,0.99,1.0
UPI000EB69FD4,endolysin,endolysin,0.99,1.0
UPI000EB6A487,endolysin,endolysin,0.85,1.0
UPI000EB6AEFC,VAL,VAL,1.0,1.0
UPI000EB6E54B,VAL,VAL,1.0,1.0
UPI000EB6F575,VAL,VAL,1.0,1.0
UPI000EB6F601,endolysin,endolysin,0.97,1.0
UPI000EB6FEAD,endolysin,endolysin,1.0,1.0
UPI000EB7122A,VAL,VAL,1.0,1.0
UPI000EB714E4,endolysin,endolysin,0.94,1.0
UPI000EB72291,endolysin,endolysin,0.99,1.0
UPI000EB723C1,endolysin,endolysin,1.0,1.0
UPI000EB755FA,endolysin,endolysin,1.0,1.0
UPI000EB757F3,endolysin,endolysin,1.0,1.0
UPI000EB75E5A,endolysin,endolysin,0.99,1.0
UPI000EB767FB,endolysin,endolysin,1.0,1.0
UPI000EB76C74,endolysin,endolysin,0.91,1.0
UPI000EB775E4,endolysin,endolysin,1.0,1.0
UPI000EB77CB3,endolysin,endolysin,0.99,1.0
UPI000EB7827A,endolysin,endolysin,1.0,1.0
UPI000EF2B43A,endolysin,endolysin,0.97,1.0
UPI000F0D07D4,endolysin,endolysin,0.97,1.0
UPI000F431C37,endolysin,endolysin,1.0,1.0
UPI000F431CA0,endolysin,endolysin,1.0,1.0
UPI000F438D8B,endolysin,endolysin,0.95,1.0
UPI000F6CAD23,endolysin,endolysin,0.98,1.0
UPI000F6D6E40,VAL,VAL,1.0,1.0
UPI000F6DCD3E,VAL,VAL,0.98,1.0
UPI000F6F9EC6,endolysin,endolysin,0.97,1.0
UPI000F6FAB14,VAL,VAL,1.0,1.0
UPI000F70004A,endolysin,endolysin,0.56,1.0
UPI000F706226,VAL,VAL,0.99,1.0
UPI000F70989F,VAL,VAL,1.0,1.0
UPI000F714E29,VAL,VAL,1.0,1.0
UPI000F71FE8B,VAL,VAL,1.0,1.0
UPI000F721111,VAL,VAL,1.0,1.0
UPI000F84FF62,endolysin,endolysin,0.99,1.0
UPI000F8FB652,endolysin,endolysin,0.99,1.0
UPI000FDF739B,endolysin,endolysin,0.98,1.0
UPI000FDF8DC1,endolysin,endolysin,1.0,1.0
UPI000FDF9658,endolysin,endolysin,1.0,1.0
UPI000FF8C06E,endolysin,endolysin,1.0,1.0
UPI000FF8E2A4,VAL,VAL,1.0,1.0
UPI000FF8FC1D,endolysin,endolysin,1.0,1.0
UPI000FF8FDC2,endolysin,endolysin,1.0,1.0
UPI00100955C9,endolysin,endolysin,0.99,1.0
UPI00100A03B9,endolysin,endolysin,0.94,1.0
UPI00100A13D4,endolysin,endolysin,0.98,1.0
UPI00100A15EC,endolysin,endolysin,1.0,1.0
UPI00100A1DC1,VAL,VAL,1.0,1.0
UPI00101782D5,VAL,VAL,0.99,1.0
UPI00101863AA,endolysin,endolysin,0.98,1.0
UPI0010188AD3,VAL,VAL,1.0,1.0
UPI00101893F1,endolysin,endolysin,0.98,1.0
UPI001018B15A,endolysin,endolysin,0.99,1.0
UPI001018BCA5,endolysin,endolysin,1.0,1.0
UPI0010196C45,VAL,VAL,0.94,1.0
UPI00101982CC,endolysin,endolysin,1.0,1.0
UPI001019A4B1,endolysin,endolysin,1.0,1.0
UPI001019A55C,endolysin,endolysin,0.97,1.0
UPI0010B16F12,endolysin,endolysin,1.0,1.0
UPI0010B511C7,VAL,VAL,1.0,1.0
UPI0010B8E638,endolysin,endolysin,0.92,1.0
UPI0010BB1B33,endolysin,endolysin,1.0,1.0
UPI0010C2D921,endolysin,endolysin,0.82,1.0
UPI0010C7EB08,endolysin,endolysin,1.0,1.0
UPI0010CA5E2F,VAL,VAL,0.64,1.0
UPI0010FBF7D5,endolysin,endolysin,0.95,1.0
UPI0010FC1E38,endolysin,endolysin,1.0,1.0
UPI001137B637,VAL,VAL,0.81,1.0
UPI001162045F,endolysin,endolysin,0.91,1.0
UPI0011622B6D,endolysin,endolysin,0.97,1.0
UPI0011626441,endolysin,endolysin,0.98,1.0
UPI001162F59E,VAL,VAL,0.95,1.0
UPI001163122F,VAL,VAL,1.0,1.0
UPI001163336C,VAL,VAL,1.0,1.0
UPI00116335E0,endolysin,endolysin,1.0,1.0
UPI0011634C6D,endolysin,endolysin,1.0,1.0
UPI0011635F7D,VAL,VAL,1.0,1.0
UPI0011638729,endolysin,endolysin,1.0,1.0
UPI001163A48B,endolysin,endolysin,0.98,1.0
UPI001163E6B2,endolysin,endolysin,0.99,1.0
UPI0011641875,VAL,VAL,0.97,1.0
UPI0011644079,endolysin,endolysin,0.98,1.0
UPI0011644452,endolysin,endolysin,1.0,1.0
UPI001164ACBD,VAL,VAL,0.96,1.0
UPI001164EAEE,VAL,VAL,0.99,1.0
UPI00116523EA,endolysin,endolysin,0.74,1.0
UPI0011654957,VAL,VAL,0.99,1.0
UPI0011656375,endolysin,endolysin,0.91,1.0
UPI0011657CDE,endolysin,endolysin,0.97,1.0
UPI001165B803,VAL,VAL,1.0,1.0
UPI001188A33B,endolysin,endolysin,1.0,1.0
UPI00118BBAE7,endolysin,endolysin,1.0,1.0
UPI00118BC27F,endolysin,endolysin,0.93,1.0
UPI0011988D20,VAL,VAL,0.96,1.0
UPI000002D0FA,endolysin,endolysin,0.92,1.0
UPI000009B19B,VAL,VAL,0.97,1.0
UPI000009B24F,VAL,VAL,1.0,1.0
UPI000009B54D,endolysin,endolysin,0.95,1.0
UPI000009B58C,endolysin,endolysin,1.0,1.0
UPI000009B6C9,endolysin,endolysin,0.78,1.0
UPI000009B74A,endolysin,endolysin,0.94,1.0
UPI000009B933,endolysin,endolysin,0.96,1.0
